text,DIET_entity,CRF_entity,MITIE_entity,groundtruth
i need the fares on flights from washington to toronto on a saturday,"[{'start': 33, 'end': 43, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 47, 'end': 54, 'value': 'toronto', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 68, 'value': 'saturday', 'entity': 'depart_date.day_name'}]","[{'start': 33, 'end': 43, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 47, 'end': 54, 'value': 'toronto', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 68, 'value': 'saturday', 'entity': 'depart_date.day_name'}]","[{'start': 33, 'end': 43, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 47, 'end': 54, 'value': 'toronto', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 68, 'value': 'saturday', 'entity': 'depart_date.day_name'}]","[{'start': 33, 'end': 43, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 47, 'end': 54, 'value': 'toronto', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 68, 'value': 'saturday', 'entity': 'depart_date.day_name'}]"
i want to go from boston to washington on a saturday,"[{'start': 18, 'end': 24, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 38, 'value': 'washington', 'entity': 'toloc.city_name'}, {'start': 44, 'end': 52, 'value': 'saturday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 24, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 38, 'value': 'washington', 'entity': 'toloc.city_name'}, {'start': 44, 'end': 52, 'value': 'saturday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 24, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 38, 'value': 'washington', 'entity': 'toloc.city_name'}, {'start': 44, 'end': 52, 'value': 'saturday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 24, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 38, 'value': 'washington', 'entity': 'toloc.city_name'}, {'start': 44, 'end': 52, 'value': 'saturday', 'entity': 'depart_date.day_name'}]"
i need a flight from cleveland to dallas that leaves before noon see if too much information,"[{'start': 21, 'end': 30, 'value': 'cleveland', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 40, 'value': 'dallas', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 59, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 60, 'end': 64, 'value': 'noon', 'entity': 'depart_time.time'}]","[{'start': 21, 'end': 30, 'value': 'cleveland', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 40, 'value': 'dallas', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 59, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 60, 'end': 64, 'value': 'noon', 'entity': 'depart_time.time'}]","[{'start': 21, 'end': 30, 'value': 'cleveland', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 40, 'value': 'dallas', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 59, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 60, 'end': 64, 'value': 'noon', 'entity': 'depart_time.time'}]","[{'start': 21, 'end': 30, 'value': 'cleveland', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 40, 'value': 'dallas', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 59, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 60, 'end': 64, 'value': 'noon', 'entity': 'depart_time.time'}]"
get fares from washington to boston,"[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'boston', 'entity': 'toloc.city_name'}]"
get saturday fares from washington to boston,"[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 44, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 44, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 44, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 44, 'value': 'boston', 'entity': 'toloc.city_name'}]"
get fares from washington to montreal,"[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 37, 'value': 'montreal', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 37, 'value': 'montreal', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 37, 'value': 'montreal', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 25, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 37, 'value': 'montreal', 'entity': 'toloc.city_name'}]"
get saturday fares from washington to montreal,"[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 46, 'value': 'montreal', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 46, 'value': 'montreal', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 46, 'value': 'montreal', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 46, 'value': 'montreal', 'entity': 'toloc.city_name'}]"
get saturday fares from washington to toronto,"[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 4, 'end': 12, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 24, 'end': 34, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'toronto', 'entity': 'toloc.city_name'}]"
get the saturday fare from washington to toronto,"[{'start': 8, 'end': 16, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 48, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 8, 'end': 16, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 48, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 8, 'end': 16, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 48, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 8, 'end': 16, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 48, 'value': 'toronto', 'entity': 'toloc.city_name'}]"
list saturday flights from washington to boston,"[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 47, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 47, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 47, 'value': 'boston', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 37, 'value': 'washington', 'entity': 'fromloc.city_name'}, {'start': 41, 'end': 47, 'value': 'boston', 'entity': 'toloc.city_name'}]"
list saturday flights from boston to washington,"[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 33, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 37, 'end': 47, 'value': 'washington', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 33, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 37, 'end': 47, 'value': 'washington', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 33, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 37, 'end': 47, 'value': 'washington', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 13, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 27, 'end': 33, 'value': 'boston', 'entity': 'fromloc.city_name'}, {'start': 37, 'end': 47, 'value': 'washington', 'entity': 'toloc.city_name'}]"
get flights from milwaukee to dtw,"[{'start': 17, 'end': 26, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 33, 'value': 'dtw', 'entity': 'toloc.airport_code'}]","[{'start': 17, 'end': 26, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 33, 'value': 'dtw', 'entity': 'toloc.airport_code'}]","[{'start': 17, 'end': 26, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 33, 'value': 'dtw', 'entity': 'toloc.airport_code'}]","[{'start': 17, 'end': 26, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 33, 'value': 'dtw', 'entity': 'toloc.airport_code'}]"
list flights from milwaukee to detroit,"[{'start': 18, 'end': 27, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 38, 'value': 'detroit', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 27, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 38, 'value': 'detroit', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 27, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 38, 'value': 'detroit', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 27, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 38, 'value': 'detroit', 'entity': 'toloc.city_name'}]"
get flights from detroit to toronto,"[{'start': 17, 'end': 24, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 35, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 17, 'end': 24, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 35, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 17, 'end': 24, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 35, 'value': 'toronto', 'entity': 'toloc.city_name'}]","[{'start': 17, 'end': 24, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 35, 'value': 'toronto', 'entity': 'toloc.city_name'}]"
get flights from toronto to milwaukee,"[{'start': 17, 'end': 24, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 37, 'value': 'milwaukee', 'entity': 'toloc.city_name'}]","[{'start': 17, 'end': 24, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 37, 'value': 'milwaukee', 'entity': 'toloc.city_name'}]","[{'start': 17, 'end': 24, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 37, 'value': 'milwaukee', 'entity': 'toloc.city_name'}]","[{'start': 17, 'end': 24, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 28, 'end': 37, 'value': 'milwaukee', 'entity': 'toloc.city_name'}]"
get last flight from oakland to salt lake city on wednesday or first flight from oakland to salt lake city on thursday,"[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 60, 'end': 62, 'value': 'or', 'entity': 'or'}, {'start': 63, 'end': 68, 'value': 'first', 'entity': 'flight_mod'}, {'start': 81, 'end': 88, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 92, 'end': 106, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 110, 'end': 118, 'value': 'thursday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 60, 'end': 62, 'value': 'or', 'entity': 'or'}, {'start': 63, 'end': 68, 'value': 'first', 'entity': 'flight_mod'}, {'start': 81, 'end': 88, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 92, 'end': 106, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 110, 'end': 118, 'value': 'thursday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 60, 'end': 62, 'value': 'or', 'entity': 'or'}, {'start': 63, 'end': 68, 'value': 'first', 'entity': 'flight_mod'}, {'start': 81, 'end': 88, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 92, 'end': 106, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 110, 'end': 118, 'value': 'thursday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 60, 'end': 62, 'value': 'or', 'entity': 'or'}, {'start': 63, 'end': 68, 'value': 'first', 'entity': 'flight_mod'}, {'start': 81, 'end': 88, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 92, 'end': 106, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 110, 'end': 118, 'value': 'thursday', 'entity': 'depart_date.day_name'}]"
get first flight from oakland to salt lake city on thursday,"[{'start': 4, 'end': 9, 'value': 'first', 'entity': 'flight_mod'}, {'start': 22, 'end': 29, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 47, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 51, 'end': 59, 'value': 'thursday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 9, 'value': 'first', 'entity': 'flight_mod'}, {'start': 22, 'end': 29, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 47, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 51, 'end': 59, 'value': 'thursday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 9, 'value': 'first', 'entity': 'flight_mod'}, {'start': 22, 'end': 29, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 47, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 51, 'end': 59, 'value': 'thursday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 9, 'value': 'first', 'entity': 'flight_mod'}, {'start': 22, 'end': 29, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 47, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 51, 'end': 59, 'value': 'thursday', 'entity': 'depart_date.day_name'}]"
get last flight from oakland to salt lake city on wednesday,"[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]","[{'start': 4, 'end': 8, 'value': 'last', 'entity': 'flight_mod'}, {'start': 21, 'end': 28, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 46, 'value': 'salt lake city', 'entity': 'toloc.city_name'}, {'start': 50, 'end': 59, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]"
list last wednesday flight from oakland to salt lake city,"[{'start': 5, 'end': 9, 'value': 'last', 'entity': 'flight_mod'}, {'start': 10, 'end': 19, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 32, 'end': 39, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 57, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 9, 'value': 'last', 'entity': 'flight_mod'}, {'start': 10, 'end': 19, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 32, 'end': 39, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 57, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 9, 'value': 'last', 'entity': 'flight_mod'}, {'start': 10, 'end': 19, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 32, 'end': 39, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 57, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 9, 'value': 'last', 'entity': 'flight_mod'}, {'start': 10, 'end': 19, 'value': 'wednesday', 'entity': 'depart_date.day_name'}, {'start': 32, 'end': 39, 'value': 'oakland', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 57, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]"
get flight from toronto to san diego stopping at dtw,"[{'start': 16, 'end': 23, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 36, 'value': 'san diego', 'entity': 'toloc.city_name'}, {'start': 49, 'end': 52, 'value': 'dtw', 'entity': 'stoploc.airport_code'}]","[{'start': 16, 'end': 23, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 36, 'value': 'san diego', 'entity': 'toloc.city_name'}, {'start': 49, 'end': 52, 'value': 'dtw', 'entity': 'stoploc.airport_code'}]","[{'start': 16, 'end': 23, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 36, 'value': 'san diego', 'entity': 'toloc.city_name'}, {'start': 49, 'end': 52, 'value': 'dtw', 'entity': 'stoploc.airport_code'}]","[{'start': 16, 'end': 23, 'value': 'toronto', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 36, 'value': 'san diego', 'entity': 'toloc.city_name'}, {'start': 49, 'end': 52, 'value': 'dtw', 'entity': 'stoploc.airport_code'}]"
get flights between st. petersburg and charlotte,"[{'start': 20, 'end': 34, 'value': 'st. petersburg', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 48, 'value': 'charlotte', 'entity': 'toloc.city_name'}]","[{'start': 20, 'end': 34, 'value': 'st. petersburg', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 48, 'value': 'charlotte', 'entity': 'toloc.city_name'}]","[{'start': 20, 'end': 34, 'value': 'st. petersburg', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 48, 'value': 'charlotte', 'entity': 'toloc.city_name'}]","[{'start': 20, 'end': 34, 'value': 'st. petersburg', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 48, 'value': 'charlotte', 'entity': 'toloc.city_name'}]"
i need a flight from milwaukee to indianapolis leaving monday before 9 am,"[{'start': 21, 'end': 30, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 46, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 55, 'end': 61, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 62, 'end': 68, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 69, 'end': 73, 'value': '9 am', 'entity': 'depart_time.time'}]","[{'start': 21, 'end': 30, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 46, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 55, 'end': 61, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 62, 'end': 68, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 69, 'end': 73, 'value': '9 am', 'entity': 'depart_time.time'}]","[{'start': 21, 'end': 30, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 46, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 55, 'end': 61, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 62, 'end': 68, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 69, 'end': 73, 'value': '9 am', 'entity': 'depart_time.time'}]","[{'start': 21, 'end': 30, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 46, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 55, 'end': 61, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 62, 'end': 68, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 69, 'end': 73, 'value': '9 am', 'entity': 'depart_time.time'}]"
i need a flight departing from milwaukee to indianapolis leaving monday before 8 am,"[{'start': 31, 'end': 40, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 65, 'end': 71, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 72, 'end': 78, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 79, 'end': 83, 'value': '8 am', 'entity': 'depart_time.time'}]","[{'start': 31, 'end': 40, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 65, 'end': 71, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 72, 'end': 78, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 79, 'end': 83, 'value': '8 am', 'entity': 'depart_time.time'}]","[{'start': 31, 'end': 40, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 65, 'end': 71, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 72, 'end': 78, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 79, 'end': 83, 'value': '8 am', 'entity': 'depart_time.time'}]","[{'start': 31, 'end': 40, 'value': 'milwaukee', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 65, 'end': 71, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 72, 'end': 78, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 79, 'end': 83, 'value': '8 am', 'entity': 'depart_time.time'}]"
is there ground transportation available at the indianapolis airport,"[{'start': 48, 'end': 68, 'value': 'indianapolis airport', 'entity': 'airport_name'}]","[{'start': 48, 'end': 68, 'value': 'indianapolis airport', 'entity': 'airport_name'}]","[{'start': 48, 'end': 68, 'value': 'indianapolis airport', 'entity': 'airport_name'}]","[{'start': 48, 'end': 68, 'value': 'indianapolis airport', 'entity': 'airport_name'}]"
